video_path,t_impact,stroke_type,stroke_id
data/Indoor Field/Cross-court Shot/Top-View/ICT01.mp4,,cross_court,ICT01_topview
data/Indoor Field/Cross-court Shot/Side-View/ICS60.mp4,,cross_court,ICS60_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS34.mp4,,cross_court,ICS34_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS40.mp4,,cross_court,ICS40_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS37.mp4,,cross_court,ICS37_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS55.mp4,,cross_court,ICS55_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS77.mp4,,cross_court,ICS77_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS61.mp4,,cross_court,ICS61_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS97.mp4,,cross_court,ICS97_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS84.mp4,,cross_court,ICS84_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS82.mp4,,cross_court,ICS82_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS76.mp4,,cross_court,ICS76_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS52.mp4,,cross_court,ICS52_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS98.mp4,,cross_court,ICS98_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS09.mp4,,cross_court,ICS09_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS33.mp4,,cross_court,ICS33_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS39.mp4,,cross_court,ICS39_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS27.mp4,,cross_court,ICS27_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS31.mp4,,cross_court,ICS31_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS90.mp4,,cross_court,ICS90_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS05.mp4,,cross_court,ICS05_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS89.mp4,,cross_court,ICS89_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS26.mp4,,cross_court,ICS26_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS41.mp4,,cross_court,ICS41_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS15.mp4,,cross_court,ICS15_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS65.mp4,,cross_court,ICS65_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS32.mp4,,cross_court,ICS32_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS53.mp4,,cross_court,ICS53_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS64.mp4,,cross_court,ICS64_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS16.mp4,,cross_court,ICS16_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS54.mp4,,cross_court,ICS54_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS24.mp4,,cross_court,ICS24_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS85.mp4,,cross_court,ICS85_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS30.mp4,,cross_court,ICS30_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS57.mp4,,cross_court,ICS57_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS51.mp4,,cross_court,ICS51_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS12.mp4,,cross_court,ICS12_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS58.mp4,,cross_court,ICS58_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS44.mp4,,cross_court,ICS44_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS10.mp4,,cross_court,ICS10_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS78.mp4,,cross_court,ICS78_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS99.mp4,,cross_court,ICS99_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS56.mp4,,cross_court,ICS56_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS69.mp4,,cross_court,ICS69_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS35.mp4,,cross_court,ICS35_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS07.mp4,,cross_court,ICS07_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS87.mp4,,cross_court,ICS87_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS80.mp4,,cross_court,ICS80_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS92.mp4,,cross_court,ICS92_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS62.mp4,,cross_court,ICS62_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS19.mp4,,cross_court,ICS19_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS11.mp4,,cross_court,ICS11_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS18.mp4,,cross_court,ICS18_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS93.mp4,,cross_court,ICS93_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS72.mp4,,cross_court,ICS72_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS83.mp4,,cross_court,ICS83_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS14.mp4,,cross_court,ICS14_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS70.mp4,,cross_court,ICS70_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS68.mp4,,cross_court,ICS68_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS28.mp4,,cross_court,ICS28_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS59.mp4,,cross_court,ICS59_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS38.mp4,,cross_court,ICS38_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS22.mp4,,cross_court,ICS22_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS43.mp4,,cross_court,ICS43_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS04.mp4,,cross_court,ICS04_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS47.mp4,,cross_court,ICS47_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS94.mp4,,cross_court,ICS94_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS21.mp4,,cross_court,ICS21_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS81.mp4,,cross_court,ICS81_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS49.mp4,,cross_court,ICS49_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS25.mp4,,cross_court,ICS25_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS91.mp4,,cross_court,ICS91_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS66.mp4,,cross_court,ICS66_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS17.mp4,,cross_court,ICS17_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS46.mp4,,cross_court,ICS46_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS42.mp4,,cross_court,ICS42_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS88.mp4,,cross_court,ICS88_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS06.mp4,,cross_court,ICS06_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS45.mp4,,cross_court,ICS45_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS73.mp4,,cross_court,ICS73_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS75.mp4,,cross_court,ICS75_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS71.mp4,,cross_court,ICS71_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS20.mp4,,cross_court,ICS20_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS95.mp4,,cross_court,ICS95_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS48.mp4,,cross_court,ICS48_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS03.mp4,,cross_court,ICS03_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS63.mp4,,cross_court,ICS63_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS36.mp4,,cross_court,ICS36_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS86.mp4,,cross_court,ICS86_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS79.mp4,,cross_court,ICS79_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS96.mp4,,cross_court,ICS96_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS01.mp4,,cross_court,ICS01_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS23.mp4,,cross_court,ICS23_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS08.mp4,,cross_court,ICS08_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS50.mp4,,cross_court,ICS50_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS67.mp4,,cross_court,ICS67_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS13.mp4,,cross_court,ICS13_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS29.mp4,,cross_court,ICS29_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS02.mp4,,cross_court,ICS02_sideview
data/Indoor Field/Cross-court Shot/Side-View/ICS74.mp4,,cross_court,ICS74_sideview
